fiscal_year,fiscal_period,department,division,merchant,category_description,transaction_date,amount
2024,12,DEPT OF CORRECTIONS,Administrative Services,CITY OF WILMINGTON,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,20042.87
2024,12,DEPT OF CORRECTIONS,Administrative Services,TST* BRAVO RESTAURANTS GR,Eating Places Restaurants,2024-06-24,20.43
2024,12,DEPT OF CORRECTIONS,Administrative Services,CITY OF WILMINGTON,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,2632.95
2024,12,DEPT OF CORRECTIONS,Administrative Services,EASTERN SHORE COFFEE And WA,Miscellaneous And Specialty Retail Stores,2024-06-26,5879.45
2024,12,DEPT OF CORRECTIONS,Administrative Services,TST* ROSEBUD ON RUSH ITAL,Eating Places Restaurants,2024-06-25,45.28
2024,12,DEPT OF CORRECTIONS,Administrative Services,CITY OF WILMINGTON,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,129.65
2024,12,DEPT OF CORRECTIONS,Administrative Services,CITY OF WILMINGTON,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,25000.0
2024,12,DEPT OF CORRECTIONS,Administrative Services,CITY OF WILMINGTON,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,132.85
2024,12,DEPT OF CORRECTIONS,Administrative Services,CITY OF WILMINGTON,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,38.51
2024,12,DEPT OF CORRECTIONS,Administrative Services,CITY OF WILMINGTON,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,24000.0
2024,12,DEPT OF CORRECTIONS,Administrative Services,CITY OF WILMINGTON,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,364.29
2024,12,DEPT OF CORRECTIONS,Administrative Services,CITY OF WILMINGTON,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,15.09
2024,12,DEPT OF CORRECTIONS,Administrative Services,CITY OF WILMINGTON,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,723.47
2024,12,DEPT OF CORRECTIONS,Administrative Services,CITY OF WILMINGTON,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,151.96
2024,12,DEPT OF CORRECTIONS,Administrative Services,CITY OF WILMINGTON,Utlts-Elctrc Gas Heating Oil Sanitary Water,2024-06-24,491.07
2024,12,DEPT OF CORRECTIONS,DOC - Admin Info Technology,DOMINICKS STEAKHOUSE,Eating Places Restaurants,2024-06-24,109.13
2024,12,DEPT OF CORRECTIONS,DOC - Admin Info Technology,AMERICAN AIR0010283777279,Airline,2024-06-26,40.0
2024,12,DEPT OF CORRECTIONS,DOC - Admin Info Technology,DOUBLETREE HOTELS,Lodging,2024-06-26,497.96
2024,12,DEPT OF CORRECTIONS,DOC - Admin Info Technology,DOUBLETREE HOTELS,Lodging,2024-06-26,497.96
2024,12,DEPT OF CORRECTIONS,DOC - Admin Info Technology,DOUBLETREE HOTELS,Lodging,2024-06-26,497.96
2024,12,DEPT OF CORRECTIONS,DOC - Admin Info Technology,UBER TRIP,Travel,2024-06-26,46.46
2024,12,DEPT OF CORRECTIONS,DOC - Admin Info Technology,AMERICAN AIR0010283777274,Airline,2024-06-26,40.0
2024,12,DEPT OF CORRECTIONS,DOC - Admin Info Technology,AMERICAN AIR0010283777275,Airline,2024-06-26,40.0
2024,12,DEPT OF CORRECTIONS,DOC - Admin Info Technology,FAIRMONT HOTEL SCOTTS F And,Eating Places Restaurants,2024-06-24,168.47
2024,12,DEPT OF CORRECTIONS,DOC - Admin Info Technology,OCEAN 44 SCOTTSDALE,Eating Places Restaurants,2024-06-25,92.92
2024,12,DEPT OF CORRECTIONS,DOC - Admin Info Technology,DMI* DELL K-12/GOVT,Computers Computer Peripheral Equipment Software,2024-06-25,1700.0
2024,12,DEPT OF CORRECTIONS,Bureau Chief-Prisons,CUTTING SEWING ROOM EQUI,Industrial Supplies Not Elsewhere Classified,2024-06-26,4355.0
2024,12,DEPT OF CORRECTIONS,Bureau Chief-Prisons,SCHOOL HEALTH CORP,Dental-Lab-Med-Ophthalmic Hosp Equip Supplies,2024-06-26,12396.19
2024,12,DEPT OF CORRECTIONS,James T Vaughn Correctional C,CRAFTMASTER HARDWARE LLC,Equipment RentalLeasing Svs Furnture-Tool Rental,2024-06-24,303.84
2024,12,DEPT OF CORRECTIONS,James T Vaughn Correctional C,AMAZON MKTPL*RC99K6EZ0,Book Stores,2024-06-24,340.46
2024,12,DEPT OF CORRECTIONS,Sussex Correctional Inst,GRAINGER,Industrial Supplies Not Elsewhere Classified,2024-06-24,178.88
2024,12,DEPT OF CORRECTIONS,Sussex Correctional Inst,GRAINGER,Industrial Supplies Not Elsewhere Classified,2024-06-24,37.46
2024,12,DEPT OF CORRECTIONS,Sussex Correctional Inst,WM SUPERCENTER #2791,Grocery Stores Supermarkets,2024-06-26,65.44
2024,12,DEPT OF CORRECTIONS,Howard R Young Correct Institu,THE HOME DEPOT #8440,Home Supply Warehouse Stores,2024-06-25,10.87
2024,12,DEPT OF CORRECTIONS,Howard R Young Correct Institu,HIGHLAND BEEFALO FARMS,Freezer Locker Meat Provisioners,2024-06-26,8595.6
2024,12,DEPT OF CORRECTIONS,Howard R Young Correct Institu,KEEFE SUPPLY COMPANY,Industrial Supplies Not Elsewhere Classified,2024-06-25,59894.95
2024,12,DEPT OF CORRECTIONS,Special Operations,CULVERS OF WABASH,Fast Food Restaurants,2024-06-24,11.44
2024,12,DEPT OF CORRECTIONS,Special Operations,CULVERS OF WABASH,Fast Food Restaurants,2024-06-25,11.44
2024,12,DEPT OF CORRECTIONS,Special Operations,WM SUPERCENTER #1667,Grocery Stores Supermarkets,2024-06-24,18.75
2024,12,DEPT OF CORRECTIONS,Special Operations,DOVER ARMY-NAVY STORE.,Miscellaneous And Specialty Retail Stores,2024-06-26,216.4
2024,12,DEPT OF CORRECTIONS,Special Operations,MI PUEBLO BAR And GRILL,Eating Places Restaurants,2024-06-24,15.36
2024,12,DEPT OF CORRECTIONS,Special Operations,CULVERS OF WABASH,Fast Food Restaurants,2024-06-25,11.44
2024,12,DEPT OF CORRECTIONS,Special Operations,WM SUPERCENTER #1667,Grocery Stores Supermarkets,2024-06-25,23.51
2024,12,DEPT OF CORRECTIONS,Special Operations,CULVERS OF WABASH,Fast Food Restaurants,2024-06-24,11.44
2024,12,DEPT OF CORRECTIONS,Special Operations,WM SUPERCENTER #1667,Grocery Stores Supermarkets,2024-06-24,16.91
2024,12,DEPT OF CORRECTIONS,Special Operations,CULVERS OF WABASH,Fast Food Restaurants,2024-06-25,11.44
2024,12,DEPT OF CORRECTIONS,Special Operations,MI PUEBLO BAR And GRILL,Eating Places Restaurants,2024-06-24,15.36
2024,12,DEPT OF CORRECTIONS,Special Operations,CULVERS OF WABASH,Fast Food Restaurants,2024-06-25,12.51
2024,12,DEPT OF CORRECTIONS,Special Operations,WAL-MART #1667,Grocery Stores Supermarkets,2024-06-25,22.11
2024,12,DEPT OF CORRECTIONS,Special Operations,ROMANOS PIZZERIA And ITALIA,Eating Places Restaurants,2024-06-25,48.0
2024,12,DEPT OF CORRECTIONS,Special Operations,IN *VERSALIGN INC,Computer Network-Information Services,2024-06-25,10961.0
2024,12,DEPT OF CORRECTIONS,Delaware Correctional Industri,JPPARK VANDKE WAY,Lawn And Garden Supply Stores,2024-06-26,109.97
2024,12,DEPT OF CORRECTIONS,Delaware Correctional Industri,UNITEDMFRS.COM,Nondurable Goods Not Elsewhere Classified,2024-06-26,974.46
2024,12,DEPT OF CORRECTIONS,Steven R Floyd Sr Training A,ROMANOS PIZZERIA And ITALIA,Eating Places Restaurants,2024-06-25,48.0
2024,12,DEPT OF CORRECTIONS,Steven R Floyd Sr Training A,ROMANOS PIZZERIA And ITALIA,Eating Places Restaurants,2024-06-25,48.0
2024,12,DEPT OF CORRECTIONS,Food Services,E ZPASS DE CSC00100701,Bridge And Road Fees Tolls,2024-06-26,85.0
2024,12,DEPT OF CORRECTIONS,Facilities Maintenance,AQUAFLOW PUMP And SUPPLY C,Plumbing And Heating Equipment,2024-06-24,1748.75
2024,12,DEPT OF CORRECTIONS,Facilities Maintenance,LINDE GAS And EQUIPMENT INC,Welding Repair,2024-06-24,270.33
2024,12,DEPT OF CORRECTIONS,Facilities Maintenance,FASTENAL COMPANY 01DENEW,Industrial Supplies Not Elsewhere Classified,2024-06-24,61.3
2024,12,DEPT OF CORRECTIONS,Facilities Maintenance,LOWES #02795*,Home Supply Warehouse Stores,2024-06-26,459.0
2024,12,DEPT OF CORRECTIONS,Facilities Maintenance,SUPPLYHOUSE.COM,Plumbing And Heating Equipment,2024-06-24,724.99
2024,12,DEPT OF CORRECTIONS,Facilities Maintenance,SUPPLYHOUSE.COM,Plumbing And Heating Equipment,2024-06-24,80.68
2024,12,DEPT OF CORRECTIONS,Facilities Maintenance,DOVER ARMY-NAVY STORE.,Miscellaneous And Specialty Retail Stores,2024-06-24,16.0
2024,12,DEPT OF CORRECTIONS,Facilities Maintenance,CLARK AND SONS INC,Contractors Special Trade-Not Elsewhere Classified,2024-06-24,780.0
2024,12,DEPT OF CORRECTIONS,Bur Chief-Community Correction,AMERICAN AIR0010283787157,Airline,2024-06-26,40.0
2024,12,DEPT OF CORRECTIONS,Bur Chief-Community Correction,UBER TRIP,Travel,2024-06-27,31.54
2024,12,DEPT OF CORRECTIONS,Bur Chief-Community Correction,SUBWAY 60332,Fast Food Restaurants,2024-06-26,11.42
2024,12,DEPT OF CORRECTIONS,Bur Chief-Community Correction,DOVER ARMY-NAVY STORE.,Miscellaneous And Specialty Retail Stores,2024-06-26,48.0
2024,12,DEPT OF CORRECTIONS,Bur Chief-Community Correction,DOVER ARMY-NAVY STORE.,Miscellaneous And Specialty Retail Stores,2024-06-25,224.21
2024,12,DEPT OF CORRECTIONS,Probation And Parole,AMERICAN AIR0014437424744,Airline,2024-06-27,35.0
2024,12,DEPT OF CORRECTIONS,Probation And Parole,IN *LINGUISTICA INTERNATI,Professional Services-Not Elsewhere Classified,2024-06-26,69.33
2024,12,DEPT OF CORRECTIONS,Probation And Parole,AMERICAN AIR0014437399588,Airline,2024-06-26,35.0
2024,12,DEPT OF CORRECTIONS,Probation And Parole,PARA PLUS TRANSLATIONS,Other Services Not Elsewhere Classified,2024-06-26,572.0
2024,12,DEPT OF CORRECTIONS,Probation And Parole,UBER TRIP,Travel,2024-06-26,23.1
2024,12,DEPT OF CORRECTIONS,Probation And Parole,MES/WARREN FIRE/LAWMEN,Durable Goods Not Elsewhere Classified,2024-06-26,12605.6
2024,12,DEPT OF CORRECTIONS,Probation And Parole,UBER EATS,Eating Places Restaurants,2024-06-27,29.4
2024,12,DEPT OF CORRECTIONS,Probation And Parole,UBER TRIP,Travel,2024-06-26,5.0
2024,12,DEPT OF CORRECTIONS,Probation And Parole,IN *HOOPES FIRE PREVENTIO,Professional Services-Not Elsewhere Classified,2024-06-26,373.0
2024,12,DEPT OF CORRECTIONS,Probation And Parole,IN *DELAWARE ASSOCIATION,Organizations Charitable And Social Services,2024-06-26,9336.78
2024,12,DEPT OF CORRECTIONS,Probation And Parole,AMERICAN AIR0014437389032,Airline,2024-06-26,35.0
2024,12,DEPT OF CORRECTIONS,Sussex Cty Community Correctio,WALMART.COM,Discount Stores,2024-06-26,97.6
2024,12,DEPT OF CORRECTIONS,Sussex Cty Community Correctio,AMAZON MKTPL*RG6NC9W31,Book Stores,2024-06-25,64.52
2024,12,DEPT OF CORRECTIONS,Kent Cty Community Correction,USPS PO 0962700977,Postal Services-Government Only,2024-06-25,204.0
2024,12,DEPT OF CORRECTIONS,Hazel D Plant Womens Treatme,SPI*DIRECTV SERVICE,Cable Satellite Other Pay Television Radio Svcs,2024-06-24,200.32
2024,12,DEPT OF CORRECTIONS,Hazel D Plant Womens Treatme,BOB BARKER COMPANY INC,Durable Goods Not Elsewhere Classified,2024-06-24,81.07
2024,12,DEPT OF CORRECTIONS,Hazel D Plant Womens Treatme,AMERICAN CORRECTIONAL ASS,Associations-Civic Social And Fraternal,2024-06-24,325.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Office Of The Secretary,DSCYF CRIMINAL HIST,Colleges Univ Pro Schools Junior Colleges,2024-06-24,56.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Office Of The Secretary,DSCYF CRIMINAL HIST,Colleges Univ Pro Schools Junior Colleges,2024-06-24,336.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Office Of The Secretary,DSCYF CRIMINAL HIST,Colleges Univ Pro Schools Junior Colleges,2024-06-24,350.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Office Of The Secretary,PAYPAL *COURSE,Schools Educational Svc-Not Elsewhere Classified,2024-06-25,149.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Community Affairs,VERIZON BILL PAYMENT,Telecom Incl Prepaid-Recurring Phone Svcs,2024-06-25,100.64
2024,12,DEPT OF NATRL RES AND ENV CONT,Community Affairs,HILYARDS INC,Construction Materials Not Elsewhere Classified,2024-06-24,120.27
2024,12,DEPT OF NATRL RES AND ENV CONT,Community Affairs,HILYARDS INC,Construction Materials Not Elsewhere Classified,2024-06-24,120.27
2024,12,DEPT OF NATRL RES AND ENV CONT,Community Affairs,COMCAST,Cable Satellite Other Pay Television Radio Svcs,2024-06-26,318.82
2024,12,DEPT OF NATRL RES AND ENV CONT,FINANCIAL SERVICES,DMI* DELL K-12/GOVT,Computers Computer Peripheral Equipment Software,2024-06-26,23.0
2024,12,DEPT OF NATRL RES AND ENV CONT,FINANCIAL SERVICES,FEDEX78961789,Courier Svc-Air Ground Freight Forwarders,2024-06-26,17.58
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,BP#8340077SHORESTOP # 12,Service Stations With Or Without Ancillary Service,2024-06-25,19.47
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,FELTON HARDWARE INC,Hardware Stores,2024-06-26,4.78
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,THE HOME DEPOT #8440,Home Supply Warehouse Stores,2024-06-25,15.96
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,WM SUPERCENTER #2460,Grocery Stores Supermarkets,2024-06-24,60.04
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,DMI* DELL K-12/GOVT,Computers Computer Peripheral Equipment Software,2024-06-25,850.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,STAPLS0219287712000001,Stationery-Office Supplies-Printing Writing Pap,2024-06-26,309.72
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,GEORGE J FALTER COMPANY,Nondurable Goods Not Elsewhere Classified,2024-06-26,322.27
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #00622*,Home Supply Warehouse Stores,2024-06-25,83.68
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,COMCAST,Cable Satellite Other Pay Television Radio Svcs,2024-06-26,120.31
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON MKTPL*RC9UB00U0,Book Stores,2024-06-25,214.14
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,GEORGE J FALTER COMPANY,Nondurable Goods Not Elsewhere Classified,2024-06-26,382.92
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMERICAN AIR0012153353798,Airline,2024-06-25,155.95
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #02258*,Home Supply Warehouse Stores,2024-06-24,10.46
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,GIANT 0386,Grocery Stores Supermarkets,2024-06-26,54.68
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,DELTA AIR 0067110696958,Airline,2024-06-25,233.48
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON.COM*RG1Y017X2,Book Stores,2024-06-24,109.98
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,FELTON HARDWARE INC,Hardware Stores,2024-06-25,35.93
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,TARGET.COM *,Discount Stores,2024-06-26,40.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON MKTPL*RG11Y69I1,Book Stores,2024-06-25,40.85
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,FACEBK *9S3QC7GKM2,Advertising Services,2024-06-26,15.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,NRPA OPERATING,Government Services-Not Elsewhere Classified,2024-06-24,745.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,NRPA OPERATING,Government Services-Not Elsewhere Classified,2024-06-24,695.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON MKTPL*RC6H350E0,Book Stores,2024-06-25,139.93
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMZN MKTP US*RC1D640W0,Book Stores,2024-06-25,24.96
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,FELTON HARDWARE INC,Hardware Stores,2024-06-24,35.49
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #00622*,Home Supply Warehouse Stores,2024-06-24,185.96
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON MKTPL*RC5A82OH1,Book Stores,2024-06-26,9.95
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,NRPA OPERATING,Government Services-Not Elsewhere Classified,2024-06-24,695.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,THE HOME DEPOT #1603,Home Supply Warehouse Stores,2024-06-25,19.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #02429*,Home Supply Warehouse Stores,2024-06-24,37.36
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #02429*,Home Supply Warehouse Stores,2024-06-24,39.07
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,VISTAPRINT,Miscellaneous Publishing And Printing,2024-06-24,479.2
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON.COM*RC2B78LP2,Book Stores,2024-06-26,115.24
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON MKTPL*RC9683F41,Book Stores,2024-06-26,44.88
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,STAPLS0219306211000001,Stationery-Office Supplies-Printing Writing Pap,2024-06-26,466.94
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,TST* BETHANY BLUES LEWES,Eating Places Restaurants,2024-06-26,4047.61
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,GEORGE J FALTER COMPANY,Nondurable Goods Not Elsewhere Classified,2024-06-26,420.87
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,GEORGE J FALTER COMPANY,Nondurable Goods Not Elsewhere Classified,2024-06-26,214.84
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,GEORGE J FALTER COMPANY,Nondurable Goods Not Elsewhere Classified,2024-06-26,239.13
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,ZINGOS PIKE CREEK,Grocery Stores Supermarkets,2024-06-24,8.69
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,GEORGE J FALTER COMPANY,Nondurable Goods Not Elsewhere Classified,2024-06-26,731.64
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,SHERWIN WILLIAMS 703700,Glass Paint Wallpaper Stores,2024-06-24,102.82
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,THE HOME DEPOT #8440,Home Supply Warehouse Stores,2024-06-24,18.32
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMERICAN AIR0010654299290,Airline,2024-06-25,76.28
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,NASPD,Business Services-Not Elsewhere Classified,2024-06-25,670.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,EXPEDIA 72862111039004,Travel,2024-06-25,4.89
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,DE FISH And WILDLIFE 111,Government Services-Not Elsewhere Classified,2024-06-24,8.5
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,NASPD,Business Services-Not Elsewhere Classified,2024-06-25,690.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMERICAN AIR0010654313583,Airline,2024-06-25,39.36
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMERICAN AIR0012153412144,Airline,2024-06-25,130.95
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON MKTPL*RG3U76U82,Book Stores,2024-06-25,59.96
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON.COM*RC3K66M30,Book Stores,2024-06-26,28.34
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,TARGET 00011460,Discount Stores,2024-06-26,78.72
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,SQ *LEWES ICE HOUSE BAIT,Professional Services-Not Elsewhere Classified,2024-06-26,132.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMERICAN AIR0017016917547,Airline,2024-06-25,59.48
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,SQ *HQ - TEAM ORDERS,Mens And Womens Clothing Stores,2024-06-26,1121.2
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,THE NUTTLE LUMBER COMPA,Construction Materials Not Elsewhere Classified,2024-06-25,245.85
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,PARKING PROGRAM,Government Services-Not Elsewhere Classified,2024-06-25,10.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,PARKING PROGRAM,Government Services-Not Elsewhere Classified,2024-06-25,5.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON MKTPL*RC8G16C31,Book Stores,2024-06-26,58.97
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,DMI* DELL K-12/GOVT,Computers Computer Peripheral Equipment Software,2024-06-25,850.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,ULINE *SHIP SUPPLIES,Direct Marketing-Catalog Merchants,2024-06-25,133.62
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMZN MKTP US*RC9OZ6J50,Book Stores,2024-06-24,144.99
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #00907*,Home Supply Warehouse Stores,2024-06-25,101.88
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,G And E HARDWARE,Hardware Stores,2024-06-25,35.96
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON.COM*RG9684RB2,Book Stores,2024-06-25,17.98
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #02258*,Home Supply Warehouse Stores,2024-06-25,5.98
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,SHERWIN WILLIAMS 705482,Glass Paint Wallpaper Stores,2024-06-25,214.24
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #03168*,Home Supply Warehouse Stores,2024-06-25,75.34
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMZN MKTP US*RC67T71S0,Book Stores,2024-06-25,119.99
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,SUBURBAN LAWN AND EQUIPM,Lawn And Garden Supply Stores,2024-06-24,21.59
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,NAPA STORE 8030011,Automotive Parts Accessories Stores,2024-06-24,45.82
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,USPS PO 0917600901,Postal Services-Government Only,2024-06-24,8.73
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,NRPA OPERATING,Government Services-Not Elsewhere Classified,2024-06-24,695.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,ALLIED LOCK AND SAFE,Business Services-Not Elsewhere Classified,2024-06-24,258.5
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,FELTON HARDWARE INC,Hardware Stores,2024-06-25,1.12
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMZN MKTP US*RC1JB5FR2,Book Stores,2024-06-26,250.23
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON MKTPL*RC8A79OE2,Book Stores,2024-06-26,30.98
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,BETHANY AUTO PARTS,Automotive Parts Accessories Stores,2024-06-26,52.47
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON.COM*RC7IM68X0,Book Stores,2024-06-26,18.98
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON MKTPL*RC8CR4OB1,Book Stores,2024-06-26,4.99
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,WM SUPERCENTER #1741,Grocery Stores Supermarkets,2024-06-25,201.05
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,STAPLES INC,Stationery-Office Supplies-Printing Writing Pap,2024-06-25,43.15
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,PARKING PROGRAM,Government Services-Not Elsewhere Classified,2024-06-24,5.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,PARKING PROGRAM,Government Services-Not Elsewhere Classified,2024-06-24,5.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,CITY OF DVR- PERMITS,Government Services-Not Elsewhere Classified,2024-06-25,129.0
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,COMCAST,Cable Satellite Other Pay Television Radio Svcs,2024-06-26,120.31
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMERICAN AIR0012153658174,Airline,2024-06-26,172.96
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,FOULK LAWN And EQUIPMENT I,Hardware Equipment And Supplies,2024-06-25,95.79
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON MKTPL*RC9VF4CW1,Book Stores,2024-06-26,19.95
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON MKTPL*RC4VN4O01,Book Stores,2024-06-26,59.99
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMERICAN AIR0010654377864,Airline,2024-06-26,39.36
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON MKTPL*RG37Q2Y12,Book Stores,2024-06-25,84.82
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMAZON MKTPL*RC9FS0M60,Book Stores,2024-06-26,35.16
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMERICAN AIR0018311508962,Airline,2024-06-24,29.26
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMERICAN AIR0017016855625,Airline,2024-06-24,274.96
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMERICAN AIR0017016855102,Airline,2024-06-24,155.95
2024,12,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,FASTENAL COMPANY 01PAFOC,Industrial Supplies Not Elsewhere Classified,2024-06-26,19.22
